0	0.005494505494505495	0.7716727716727717	0.22283272283272285
60	0.013431013431013432	0.6526251526251526	0.3339438339438339
120	0.05982905982905983	0.6593406593406593	0.28083028083028083
180	0.12393162393162394	0.6318681318681318	0.2442002442002442
240	0.16788766788766787	0.5903540903540904	0.24175824175824176
300	0.12515262515262515	0.5873015873015873	0.2875457875457875
360	0.04212454212454213	0.43223443223443225	0.5256410256410257
420	0.059218559218559216	0.23931623931623933	0.7014652014652014
480	0.1282051282051282	0.15079365079365079	0.721001221001221
540	0.2442002442002442	0.09035409035409035	0.6654456654456654
600	0.2893772893772894	0.08608058608058608	0.6245421245421245
660	0.32783882783882784	0.07142857142857142	0.6007326007326007
720	0.3199023199023199	0.07081807081807082	0.6092796092796092
780	0.31684981684981683	0.06593406593406594	0.6172161172161172
840	0.3199023199023199	0.05982905982905983	0.6202686202686203
900	0.3156288156288156	0.059218559218559216	0.6251526251526252
960	0.2979242979242979	0.06105006105006105	0.6410256410256411
1020	0.2699175824175824	0.054945054945054944	0.6751373626373627
1080	0.2081807081807082	0.05616605616605617	0.7356532356532357
1140	0.1723901098901099	0.0782967032967033	0.7493131868131868
1200	0.1978021978021978	0.08302808302808302	0.7191697191697192
1260	0.23351648351648352	0.10714285714285714	0.6593406593406593
1320	0.31807081807081805	0.11355311355311355	0.5683760683760684
1380	0.36538461538461536	0.1043956043956044	0.5302197802197802
