time	running	running_idle	waiting_for_reconf
4732	32	11	0
4733	32	11	0
4734	32	11	0
4735	31	12	0
4736	30	13	0
4737	31	12	0
4738	30	13	0
4739	30	13	0
4740	29	14	0
4741	28	15	0
4742	28	15	0
4743	28	15	0
4744	29	14	0
4745	29	14	0
4746	30	13	0
4747	30	13	0
4748	30	13	0
4749	30	13	0
4750	30	13	0
4751	30	13	0
4752	30	13	0
4753	30	13	0
4754	28	15	0
4755	29	14	0
4756	29	14	0
4757	28	15	0
4758	28	15	0
4759	29	14	0
4760	29	14	0
4761	29	14	0
4762	30	13	0
4763	29	14	0
4764	29	14	0
4765	29	14	0
4766	28	15	0
4767	27	16	0
4768	28	15	0
4769	28	15	0
4770	28	15	0
4771	29	14	0
4772	31	12	0
4773	31	12	0
4774	30	13	0
4775	30	13	0
4776	30	13	0
4777	30	13	0
4778	30	13	0
4779	30	13	0
4780	30	13	0
4781	29	14	0
4782	29	14	0
4783	29	14	0
4784	28	15	0
4785	27	16	0
4786	27	16	0
4787	26	17	0
4788	26	17	0
4789	29	14	0
4790	25	18	0
4791	25	18	0
4792	25	18	0
4793	25	18	0
4794	26	17	0
4795	26	17	0
4796	26	17	0
4797	26	17	0
4798	27	16	0
4799	29	14	0
4800	29	14	0
4801	29	14	0
4802	29	14	0
4803	29	14	0
4804	29	14	0
4805	29	14	0
4806	29	14	0
4807	29	14	0
4808	29	14	0
4809	29	14	0
4810	28	15	0
4811	27	16	0
4812	27	16	0
4813	27	16	0
4814	27	16	0
4815	26	17	0
4816	26	17	0
4817	26	17	0
4818	25	18	0
4819	25	18	0
4820	25	18	0
4821	25	18	0
4822	26	17	0
4823	28	15	0
4824	29	14	0
4825	30	13	0
4826	28	15	0
4827	28	15	0
4828	28	15	0
4829	28	15	0
4830	28	15	0
4831	28	15	0
4832	27	16	0
4833	28	15	0
4834	27	16	0
4835	28	15	0
4836	28	15	0
4837	29	14	0
4838	30	13	0
4839	29	14	0
4840	30	13	0
4841	30	13	0
4842	30	13	0
4843	29	14	0
4844	28	15	0
4845	28	15	0
4846	28	15	0
4847	28	15	0
4848	28	15	0
4849	28	15	0
4850	29	14	0
4851	31	12	0
4852	31	12	0
4853	31	12	0
4854	31	12	0
4855	31	12	0
4856	30	13	0
4857	30	13	0
4858	29	14	0
4859	29	14	0
4860	29	14	0
4861	29	14	0
4862	30	13	0
4863	30	13	0
4864	30	13	0
4865	31	12	0
4866	30	13	0
4867	30	13	0
4868	30	13	0
4869	30	13	0
4870	30	13	0
4871	29	14	0
4872	29	14	0
4873	28	15	0
4874	28	15	0
4875	30	13	0
4876	29	14	0
4877	30	13	0
4878	30	13	0
4879	30	13	0
4880	30	13	0
4881	30	13	0
4882	30	13	0
4883	29	14	0
4884	28	15	0
4885	27	16	0
4886	27	16	0
4887	27	16	0
4888	27	16	0
4889	27	16	0
4890	28	15	0
4891	28	15	0
4892	26	17	0
4893	26	17	0
4894	26	17	0
4895	26	17	0
4896	26	17	0
4897	27	16	0
4898	27	16	0
4899	27	16	0
4900	27	16	0
4901	28	15	0
4902	28	15	0
4903	30	13	0
4904	30	13	0
4905	28	15	0
4906	28	15	0
4907	27	16	0
4908	27	16	0
4909	26	17	0
4910	26	17	0
4911	26	17	0
4912	26	17	0
4913	27	16	0
4914	28	15	0
4915	28	15	0
4916	30	13	0
4917	30	13	0
4918	30	13	0
4919	30	13	0
4920	30	13	0
4921	30	13	0
4922	30	13	0
4923	30	13	0
4924	30	13	0
4925	29	14	0
4926	29	14	0
4927	30	13	0
4928	30	13	0
4929	30	13	0
4930	29	14	0
4931	29	14	0
4932	29	14	0
4933	29	14	0
4934	28	15	0
4935	29	14	0
4936	29	14	0
4937	29	14	0
4938	30	13	0
4939	28	15	0
4940	29	14	0
4941	29	14	0
4942	31	12	0
4943	30	13	0
4944	30	13	0
4945	30	13	0
4946	30	13	0
4947	29	14	0
4948	29	14	0
4949	26	17	0
4950	26	17	0
4951	26	17	0
4952	27	16	0
4953	27	16	0
4954	27	16	0
4955	27	16	0
4956	28	15	0
4957	28	15	0
4958	28	15	0
4959	28	15	0
4960	28	15	0
4961	28	15	0
4962	26	17	0
4963	26	17	0
4964	27	16	0
4965	28	15	0
4966	29	14	0
4967	28	15	0
4968	28	15	0
4969	30	13	0
4970	29	14	0
4971	28	15	0
4972	28	15	0
4973	29	14	0
4974	29	14	0
4975	29	14	0
4976	29	14	0
4977	30	13	0
4978	30	13	0
4979	29	14	0
4980	30	13	0
4981	30	13	0
4982	31	12	0
4983	29	14	0
4984	29	14	0
4985	29	14	0
4986	29	14	0
4987	30	13	0
4988	29	14	0
4989	29	14	0
4990	30	13	0
4991	30	13	0
4992	30	13	0
4993	30	13	0
4994	31	12	0
4995	31	12	0
4996	30	13	0
4997	29	14	0
4998	29	14	0
4999	28	15	0
5000	28	15	0
5001	28	15	0
5002	28	15	0
5003	29	14	0
5004	31	12	0
5005	32	11	0
5006	32	11	0
5007	33	10	0
5008	33	10	0
5009	32	11	0
5010	32	11	0
5011	33	10	0
5012	32	11	0
5013	32	11	0
5014	32	11	0
5015	32	11	0
5016	32	11	0
5017	33	10	0
5018	32	11	0
5019	32	11	0
5020	33	10	0
5021	34	9	0
5022	33	10	0
5023	32	11	0
5024	32	11	0
5025	31	12	0
5026	31	12	0
5027	31	12	0
5028	31	12	0
5029	32	11	0
5030	32	11	0
5031	32	11	0
5032	30	13	0
5033	31	12	0
5034	31	12	0
5035	30	13	0
5036	30	13	0
5037	30	13	0
5038	30	13	0
5039	30	13	0
5040	29	14	0
5041	29	14	0
5042	28	15	0
5043	28	15	0
5044	28	15	0
5045	28	15	0
5046	29	14	0
5047	30	13	0
5048	29	14	0
5049	29	14	0
5050	29	14	0
5051	29	14	0
5052	29	14	0
5053	29	14	0
5054	29	14	0
5055	30	13	0
5056	30	13	0
5057	29	14	0
5058	29	14	0
5059	28	15	0
5060	29	14	0
5061	28	15	0
5062	28	15	0
5063	28	15	0
5064	29	14	0
5065	27	16	0
5066	27	16	0
5067	27	16	0
5068	27	16	0
5069	28	15	0
5070	29	14	0
5071	29	14	0
5072	29	14	0
5073	29	14	0
5074	29	14	0
5075	28	15	0
5076	26	17	0
5077	26	17	0
5078	26	17	0
5079	26	17	0
5080	26	17	0
5081	25	18	0
5082	25	18	0
5083	26	17	0
5084	26	17	0
5085	26	17	0
5086	27	16	0
5087	27	16	0
5088	28	15	0
5089	28	15	0
5090	28	15	0
5091	28	15	0
5092	28	15	0
5093	28	15	0
5094	29	14	0
5095	29	14	0
5096	29	14	0
5097	31	12	0
5098	31	12	0
5099	31	12	0
5100	31	12	0
5101	30	13	0
5102	29	14	0
5103	28	15	0
5104	28	15	0
5105	28	15	0
5106	28	15	0
5107	29	14	0
5108	30	13	0
5109	30	13	0
5110	32	11	0
5111	33	10	0
5112	34	9	0
5113	34	9	0
5114	34	9	0
5115	34	9	0
5116	34	9	0
5117	34	9	0
5118	33	10	0
5119	33	10	0
5120	33	10	0
5121	34	9	0
5122	32	11	0
5123	30	13	0
5124	30	13	0
5125	31	12	0
5126	31	12	0
5127	32	11	0
5128	31	12	0
5129	31	12	0
5130	31	12	0
5131	31	12	0
5132	31	12	0
5133	30	13	0
5134	30	13	0
5135	31	12	0
5136	32	11	0
5137	32	11	0
5138	32	11	0
5139	32	11	0
5140	30	13	0
5141	30	13	0
5142	30	13	0
5143	29	14	0
5144	29	14	0
5145	29	14	0
5146	28	15	0
5147	26	17	0
5148	28	15	0
5149	28	15	0
5150	29	14	0
5151	29	14	0
5152	30	13	0
5153	29	14	0
5154	29	14	0
5155	29	14	0
5156	29	14	0
5157	29	14	0
5158	29	14	0
5159	29	14	0
5160	30	13	0
5161	29	14	0
5162	29	14	0
5163	31	12	0
5164	31	12	0
5165	31	12	0
5166	31	12	0
5167	30	13	0
5168	30	13	0
5169	30	13	0
5170	30	13	0
5171	29	14	0
5172	29	14	0
5173	29	14	0
5174	30	13	0
5175	28	15	0
5176	30	13	0
5177	30	13	0
5178	29	14	0
5179	29	14	0
5180	28	15	0
5181	28	15	0
5182	28	15	0
5183	29	14	0
5184	29	14	0
5185	29	14	0
5186	29	14	0
5187	30	13	0
5188	29	14	0
5189	29	14	0
5190	29	14	0
5191	29	14	0
5192	29	14	0
5193	28	15	0
5194	28	15	0
5195	28	15	0
5196	28	15	0
5197	28	15	0
5198	27	16	0
5199	27	16	0
5200	29	14	0
5201	29	14	0
5202	30	13	0
5203	29	14	0
5204	29	14	0
5205	29	14	0
5206	29	14	0
5207	29	14	0
5208	29	14	0
5209	28	15	0
5210	28	15	0
5211	28	15	0
5212	28	15	0
5213	27	16	0
5214	29	14	0
5215	29	14	0
5216	28	15	0
5217	27	16	0
5218	27	16	0
5219	26	17	0
5220	26	17	0
5221	27	16	0
5222	27	16	0
5223	27	16	0
5224	27	16	0
5225	28	15	0
5226	28	15	0
5227	29	14	0
5228	29	14	0
5229	30	13	0
5230	30	13	0
5231	29	14	0
5232	29	14	0
5233	29	14	0
5234	29	14	0
5235	29	14	0
5236	29	14	0
5237	28	15	0
5238	29	14	0
5239	27	16	0
5240	29	14	0
5241	30	13	0
5242	30	13	0
5243	31	12	0
5244	31	12	0
5245	31	12	0
5246	30	13	0
5247	30	13	0
5248	30	13	0
5249	30	13	0
5250	30	13	0
5251	31	12	0
5252	30	13	0
5253	31	12	0
5254	31	12	0
5255	33	10	0
5256	31	12	0
5257	31	12	0
5258	30	13	0
5259	30	13	0
5260	30	13	0
5261	29	14	0
5262	29	14	0
5263	29	14	0
5264	30	13	0
5265	30	13	0
5266	32	11	0
5267	32	11	0
5268	31	12	0
5269	31	12	0
5270	31	12	0
5271	31	12	0
5272	31	12	0
5273	31	12	0
5274	31	12	0
5275	30	13	0
5276	29	14	0
5277	30	13	0
5278	29	14	0
5279	29	14	0
5280	29	14	0
5281	29	14	0
5282	31	12	0
5283	30	13	0
5284	30	13	0
5285	29	14	0
5286	28	15	0
5287	29	14	0
5288	28	15	0
5289	28	15	0
5290	28	15	0
5291	28	15	0
5292	29	14	0
5293	30	13	0
5294	30	13	0
5295	30	13	0
5296	30	13	0
5297	30	13	0
5298	28	15	0
5299	29	14	0
5300	28	15	0
5301	28	15	0
5302	27	16	0
5303	28	15	0
5304	28	15	0
5305	28	15	0
5306	28	15	0
5307	30	13	0
5308	31	12	0
5309	31	12	0
5310	30	13	0
5311	30	13	0
5312	30	13	0
5313	29	14	0
5314	29	14	0
5315	28	15	0
5316	28	15	0
5317	28	15	0
5318	28	15	0
5319	28	15	0
5320	29	14	0
5321	30	13	0
5322	30	13	0
5323	29	14	0
5324	31	12	0
5325	30	13	0
5326	30	13	0
5327	30	13	0
5328	30	13	0
5329	29	14	0
5330	29	14	0
5331	29	14	0
5332	29	14	0
5333	31	12	0
5334	31	12	0
5335	30	13	0
5336	30	13	0
5337	30	13	0
5338	30	13	0
5339	28	15	0
5340	28	15	0
5341	28	15	0
5342	29	14	0
5343	29	14	0
5344	29	14	0
5345	29	14	0
5346	31	12	0
5347	31	12	0
5348	31	12	0
5349	31	12	0
5350	31	12	0
5351	31	12	0
5352	29	14	0
5353	29	14	0
5354	29	14	0
5355	29	14	0
5356	30	13	0
5357	30	13	0
5358	30	13	0
5359	31	12	0
5360	31	12	0
5361	31	12	0
5362	31	12	0
5363	32	11	0
5364	29	14	0
5365	29	14	0
5366	29	14	0
5367	29	14	0
5368	30	13	0
5369	30	13	0
5370	30	13	0
5371	30	13	0
5372	32	11	0
5373	32	11	0
5374	32	11	0
5375	31	12	0
5376	31	12	0
5377	31	12	0
5378	30	13	0
5379	30	13	0
5380	30	13	0
5381	30	13	0
5382	29	14	0
5383	29	14	0
5384	29	14	0
5385	31	12	0
5386	31	12	0
5387	31	12	0
5388	32	11	0
5389	32	11	0
5390	32	11	0
5391	32	11	0
5392	32	11	0
5393	32	11	0
5394	33	10	0
5395	32	11	0
5396	32	11	0
5397	32	11	0
5398	34	9	0
5399	34	9	0
5400	34	9	0
5401	34	9	0
5402	34	9	0
5403	32	11	0
5404	32	11	0
5405	32	11	0
5406	32	11	0
5407	32	11	0
5408	31	12	0
5409	30	13	0
5410	30	13	0
5411	31	12	0
5412	32	11	0
5413	32	11	0
5414	32	11	0
5415	32	11	0
5416	32	11	0
5417	31	12	0
5418	31	12	0
5419	29	14	0
5420	29	14	0
5421	29	14	0
5422	30	13	0
5423	30	13	0
5424	32	11	0
5425	33	10	0
5426	32	11	0
5427	32	11	0
5428	32	11	0
5429	32	11	0
5430	32	11	0
5431	30	13	0
5432	30	13	0
5433	30	13	0
5434	29	14	0
5435	29	14	0
5436	28	15	0
5437	28	15	0
5438	29	14	0
5439	30	13	0
5440	30	13	0
5441	30	13	0
5442	29	14	0
5443	29	14	0
5444	29	14	0
5445	29	14	0
5446	29	14	0
5447	29	14	0
5448	29	14	0
5449	27	16	0
5450	29	14	0
5451	30	13	0
5452	29	14	0
5453	29	14	0
5454	29	14	0
5455	29	14	0
5456	29	14	0
5457	29	14	0
5458	29	14	0
5459	29	14	0
5460	29	14	0
5461	29	14	0
5462	28	15	0
5463	29	14	0
5464	30	13	0
5465	30	13	0
5466	29	14	0
5467	29	14	0
5468	29	14	0
5469	28	15	0
5470	27	16	0
5471	27	16	0
5472	27	16	0
5473	28	15	0
5474	27	16	0
5475	27	16	0
5476	27	16	0
5477	27	16	0
5478	27	16	0
5479	27	16	0
5480	27	16	0
5481	27	16	0
5482	26	17	0
5483	26	17	0
5484	26	17	0
5485	27	16	0
5486	26	17	0
5487	26	17	0
5488	26	17	0
5489	29	14	0
5490	29	14	0
5491	31	12	0
5492	30	13	0
5493	30	13	0
5494	30	13	0
5495	28	15	0
5496	28	15	0
5497	28	15	0
5498	28	15	0
5499	26	17	0
5500	27	16	0
5501	27	16	0
5502	28	15	0
5503	28	15	0
5504	28	15	0
5505	28	15	0
5506	28	15	0
5507	27	16	0
5508	27	16	0
5509	27	16	0
5510	27	16	0
5511	27	16	0
5512	27	16	0
5513	26	17	0
5514	26	17	0
5515	27	16	0
5516	27	16	0
5517	28	15	0
5518	26	17	0
5519	26	17	0
5520	26	17	0
5521	26	17	0
5522	26	17	0
5523	26	17	0
5524	27	16	0
5525	25	18	0
5526	25	18	0
5527	25	18	0
5528	26	17	0
5529	25	18	0
5530	26	17	0
5531	26	17	0
5532	26	17	0
5533	26	17	0
5534	26	17	0
5535	26	17	0
5536	26	17	0
5537	25	18	0
5538	24	19	0
5539	24	19	0
5540	23	20	0
5541	25	18	0
5542	25	18	0
5543	24	19	0
5544	24	19	0
5545	24	19	0
5546	24	19	0
5547	24	19	0
5548	24	19	0
5549	24	19	0
5550	24	19	0
5551	24	19	0
5552	25	18	0
5553	25	18	0
5554	26	17	0
5555	26	17	0
5556	25	18	0
5557	26	17	0
5558	26	17	0
5559	25	18	0
5560	25	18	0
5561	25	18	0
5562	25	18	0
5563	24	19	0
5564	23	20	0
5565	23	20	0
5566	23	20	0
5567	25	18	0
5568	25	18	0
5569	25	18	0
5570	26	17	0
5571	26	17	0
5572	26	17	0
5573	25	18	0
5574	25	18	0
5575	25	18	0
5576	25	18	0
5577	25	18	0
5578	25	18	0
5579	25	18	0
5580	25	18	0
5581	26	17	0
5582	26	17	0
5583	27	16	0
5584	27	16	0
5585	26	17	0
5586	26	17	0
5587	25	18	0
5588	25	18	0
5589	25	18	0
5590	25	18	0
5591	25	18	0
5592	25	18	0
5593	27	16	0
5594	28	15	0
5595	28	15	0
5596	29	14	0
5597	29	14	0
5598	29	14	0
5599	28	15	0
5600	28	15	0
5601	28	15	0
5602	28	15	0
5603	28	15	0
5604	27	16	0
5605	27	16	0
5606	28	15	0
5607	27	16	0
5608	28	15	0
5609	27	16	0
5610	27	16	0
5611	27	16	0
5612	29	14	0
5613	28	15	0
5614	28	15	0
5615	28	15	0
5616	28	15	0
5617	28	15	0
5618	28	15	0
5619	28	15	0
5620	29	14	0
5621	29	14	0
5622	29	14	0
5623	27	16	0
5624	27	16	0
5625	28	15	0
5626	28	15	0
5627	27	16	0
5628	27	16	0
5629	27	16	0
5630	27	16	0
5631	27	16	0
5632	27	16	0
5633	25	18	0
5634	26	17	0
5635	26	17	0
5636	26	17	0
5637	25	18	0
5638	25	18	0
5639	25	18	0
5640	25	18	0
5641	25	18	0
5642	24	19	0
5643	25	18	0
5644	25	18	0
5645	25	18	0
5646	25	18	0
5647	27	16	0
5648	27	16	0
5649	27	16	0
5650	27	16	0
5651	28	15	0
5652	27	16	0
5653	26	17	0
5654	26	17	0
5655	25	18	0
5656	25	18	0
5657	25	18	0
5658	25	18	0
5659	25	18	0
5660	26	17	0
5661	26	17	0
5662	25	18	0
5663	25	18	0
5664	25	18	0
5665	25	18	0
5666	24	19	0
5667	24	19	0
5668	24	19	0
5669	25	18	0
5670	24	19	0
5671	24	19	0
5672	23	20	0
5673	25	18	0
5674	24	19	0
5675	25	18	0
5676	25	18	0
5677	25	18	0
5678	25	18	0
5679	24	19	0
5680	24	19	0
5681	24	19	0
5682	25	18	0
5683	24	19	0
5684	24	19	0
5685	24	19	0
5686	26	17	0
5687	25	18	0
5688	25	18	0
5689	25	18	0
5690	25	18	0
5691	25	18	0
5692	25	18	0
5693	25	18	0
5694	26	17	0
5695	26	17	0
5696	25	18	0
5697	25	18	0
5698	24	19	0
5699	27	16	0
5700	29	14	0
5701	29	14	0
5702	29	14	0
5703	29	14	0
5704	29	14	0
5705	29	14	0
5706	29	14	0
5707	30	13	0
5708	30	13	0
5709	30	13	0
5710	30	13	0
5711	27	16	0
5712	29	14	0
5713	29	14	0
5714	29	14	0
5715	29	14	0
5716	29	14	0
5717	29	14	0
5718	29	14	0
5719	29	14	0
5720	29	14	0
5721	29	14	0
5722	28	15	0
5723	28	15	0
5724	28	15	0
5725	32	11	0
5726	30	13	0
5727	29	14	0
5728	29	14	0
5729	29	14	0
5730	29	14	0
5731	29	14	0
5732	28	15	0
5733	28	15	0
5734	26	17	0
5735	26	17	0
5736	26	17	0
5737	25	18	0
5738	26	17	0
5739	26	17	0
5740	26	17	0
5741	26	17	0
5742	26	17	0
5743	26	17	0
5744	25	18	0
5745	25	18	0
5746	25	18	0
5747	25	18	0
5748	25	18	0
5749	25	18	0
5750	25	18	0
5751	27	16	0
5752	27	16	0
5753	26	17	0
5754	26	17	0
5755	26	17	0
5756	26	17	0
5757	26	17	0
5758	25	18	0
5759	25	18	0
5760	25	18	0
5761	26	17	0
5762	25	18	0
5763	25	18	0
5764	27	16	0
5765	27	16	0
5766	27	16	0
5767	27	16	0
5768	26	17	0
5769	25	18	0
5770	25	18	0
5771	25	18	0
5772	25	18	0
5773	24	19	0
5774	23	20	0
5775	24	19	0
5776	23	20	0
5777	25	18	0
5778	25	18	0
5779	25	18	0
5780	25	18	0
5781	24	19	0
5782	24	19	0
5783	24	19	0
5784	24	19	0
5785	23	20	0
5786	23	20	0
5787	23	20	0
5788	24	19	0
5789	24	19	0
5790	25	18	0
5791	25	18	0
5792	25	18	0
5793	25	18	0
5794	25	18	0
5795	25	18	0
5796	24	19	0
5797	24	19	0
5798	24	19	0
5799	24	19	0
5800	24	19	0
5801	24	19	0
5802	24	19	0
5803	29	14	0
5804	28	15	0
5805	28	15	0
5806	28	15	0
5807	27	16	0
5808	27	16	0
5809	27	16	0
5810	27	16	0
5811	27	16	0
5812	27	16	0
5813	27	16	0
5814	27	16	0
5815	26	17	0
5816	26	17	0
5817	29	14	0
5818	29	14	0
5819	29	14	0
5820	29	14	0
5821	28	15	0
5822	28	15	0
5823	28	15	0
5824	28	15	0
5825	28	15	0
5826	28	15	0
5827	29	14	0
5828	29	14	0
5829	29	14	0
5830	28	15	0
5831	29	14	0
5832	28	15	0
5833	27	16	0
5834	27	16	0
5835	29	14	0
5836	29	14	0
5837	30	13	0
5838	28	15	0
5839	28	15	0
5840	28	15	0
5841	28	15	0
5842	28	15	0
5843	28	15	0
5844	30	13	0
5845	29	14	0
5846	29	14	0
5847	29	14	0
5848	29	14	0
5849	29	14	0
5850	28	15	0
5851	28	15	0
5852	27	16	0
5853	27	16	0
5854	27	16	0
5855	27	16	0
5856	27	16	0
5857	30	13	0
5858	30	13	0
5859	29	14	0
5860	29	14	0
5861	29	14	0
5862	27	16	0
5863	27	16	0
5864	27	16	0
5865	27	16	0
5866	28	15	0
5867	28	15	0
5868	28	15	0
5869	26	17	0
5870	29	14	0
5871	29	14	0
5872	28	15	0
5873	27	16	0
5874	28	15	0
5875	28	15	0
5876	28	15	0
5877	28	15	0
5878	28	15	0
5879	28	15	0
5880	28	15	0
5881	28	15	0
5882	28	15	0
5883	29	14	0
5884	29	14	0
5885	29	14	0
5886	29	14	0
5887	29	14	0
5888	29	14	0
5889	29	14	0
5890	29	14	0
5891	29	14	0
5892	29	14	0
5893	29	14	0
5894	28	15	0
5895	27	16	0
5896	29	14	0
5897	29	14	0
5898	28	15	0
5899	28	15	0
5900	28	15	0
5901	28	15	0
5902	28	15	0
5903	27	16	0
5904	26	17	0
5905	26	17	0
5906	26	17	0
5907	26	17	0
5908	26	17	0
5909	29	14	0
5910	29	14	0
5911	28	15	0
5912	27	16	0
5913	26	17	0
5914	26	17	0
5915	26	17	0
5916	26	17	0
5917	26	17	0
5918	26	17	0
5919	26	17	0
5920	26	17	0
5921	26	17	0
5922	29	14	0
5923	29	14	0
5924	28	15	0
5925	30	13	0
5926	28	15	0
5927	28	15	0
5928	28	15	0
5929	28	15	0
5930	27	16	0
5931	27	16	0
5932	27	16	0
5933	27	16	0
5934	27	16	0
5935	27	16	0
5936	26	17	0
5937	26	17	0
5938	27	16	0
5939	26	17	0
5940	26	17	0
5941	26	17	0
5942	26	17	0
5943	26	17	0
5944	26	17	0
5945	26	17	0
5946	26	17	0
5947	26	17	0
5948	28	15	0
5949	28	15	0
5950	27	16	0
5951	26	17	0
5952	26	17	0
5953	24	19	0
5954	24	19	0
5955	24	19	0
5956	24	19	0
5957	24	19	0
5958	24	19	0
5959	24	19	0
5960	24	19	0
5961	26	17	0
5962	26	17	0
5963	26	17	0
5964	26	17	0
5965	26	17	0
5966	26	17	0
5967	26	17	0
5968	26	17	0
5969	26	17	0
5970	26	17	0
5971	25	18	0
5972	25	18	0
5973	24	19	0
5974	26	17	0
5975	26	17	0
5976	29	14	0
5977	27	16	0
5978	27	16	0
5979	27	16	0
5980	27	16	0
5981	27	16	0
5982	27	16	0
5983	27	16	0
5984	27	16	0
5985	28	15	0
5986	28	15	0
5987	30	13	0
5988	28	15	0
5989	28	15	0
5990	29	14	0
5991	28	15	0
5992	28	15	0
5993	28	15	0
5994	28	15	0
5995	28	15	0
5996	27	16	0
5997	27	16	0
5998	28	15	0
5999	27	16	0
6000	28	15	0
6001	27	16	0
6002	27	16	0
6003	27	16	0
6004	27	16	0
6005	26	17	0
6006	26	17	0
6007	26	17	0
6008	25	18	0
6009	25	18	0
6010	25	18	0
6011	25	18	0
6012	25	18	0
6013	29	14	0
6014	28	15	0
6015	28	15	0
6016	28	15	0
6017	28	15	0
6018	27	16	0
6019	27	16	0
6020	27	16	0
6021	26	17	0
6022	26	17	0
6023	26	17	0
6024	26	17	0
6025	26	17	0
6026	27	16	0
6027	27	16	0
6028	29	14	0
6029	29	14	0
6030	29	14	0
6031	29	14	0
6032	28	15	0
6033	28	15	0
6034	28	15	0
6035	28	15	0
6036	27	16	0
6037	26	17	0
6038	26	17	0
6039	25	18	0
6040	26	17	0
6041	27	16	0
6042	26	17	0
6043	26	17	0
6044	26	17	0
6045	26	17	0
6046	26	17	0
6047	26	17	0
6048	26	17	0
6049	26	17	0
6050	27	16	0
6051	27	16	0
6052	29	14	0
6053	29	14	0
6054	29	14	0
6055	27	16	0
6056	27	16	0
6057	27	16	0
6058	27	16	0
6059	27	16	0
6060	26	17	0
6061	26	17	0
6062	26	17	0
6063	26	17	0
6064	25	18	0
6065	25	18	0
6066	25	18	0
6067	25	18	0
6068	25	18	0
6069	25	18	0
6070	25	18	0
6071	25	18	0
6072	25	18	0
6073	24	19	0
6074	24	19	0
6075	24	19	0
6076	25	18	0
6077	24	19	0
6078	24	19	0
6079	25	18	0
6080	25	18	0
6081	25	18	0
6082	24	19	0
6083	24	19	0
6084	24	19	0
6085	25	18	0
6086	24	19	0
6087	24	19	0
6088	23	20	0
6089	24	19	0
6090	24	19	0
6091	23	20	0
6092	23	20	0
6093	25	18	0
6094	25	18	0
6095	25	18	0
6096	25	18	0
6097	25	18	0
6098	25	18	0
6099	25	18	0
6100	25	18	0
6101	25	18	0
6102	26	17	0
6103	26	17	0
6104	24	19	0
6105	24	19	0
6106	27	16	0
6107	27	16	0
6108	27	16	0
6109	27	16	0
6110	27	16	0
6111	29	14	0
6112	28	15	0
6113	28	15	0
6114	28	15	0
6115	28	15	0
6116	28	15	0
6117	28	15	0
6118	28	15	0
6119	28	15	0
6120	31	12	0
6121	29	14	0
6122	29	14	0
6123	29	14	0
6124	28	15	0
6125	28	15	0
6126	28	15	0
6127	28	15	0
6128	28	15	0
6129	27	16	0
6130	26	17	0
6131	25	18	0
6132	25	18	0
6133	27	16	0
6134	27	16	0
6135	27	16	0
6136	27	16	0
6137	27	16	0
6138	27	16	0
6139	27	16	0
6140	26	17	0
6141	25	18	0
6142	25	18	0
6143	25	18	0
6144	25	18	0
6145	24	19	0
6146	26	17	0
6147	25	18	0
6148	25	18	0
6149	26	17	0
6150	26	17	0
6151	26	17	0
6152	26	17	0
6153	26	17	0
6154	26	17	0
6155	26	17	0
6156	26	17	0
6157	26	17	0
6158	26	17	0
6159	28	15	0
6160	27	16	0
6161	26	17	0
6162	26	17	0
6163	27	16	0
6164	27	16	0
6165	25	18	0
6166	25	18	0
6167	25	18	0
6168	26	17	0
6169	26	17	0
6170	26	17	0
6171	25	18	0
6172	26	17	0
6173	28	15	0
6174	28	15	0
6175	28	15	0
6176	28	15	0
6177	28	15	0
6178	28	15	0
6179	27	16	0
6180	26	17	0
6181	27	16	0
6182	28	15	0
6183	28	15	0
6184	28	15	0
6185	28	15	0
6186	29	14	0
6187	29	14	0
6188	29	14	0
6189	30	13	0
6190	30	13	0
6191	30	13	0
6192	30	13	0
6193	29	14	0
6194	28	15	0
6195	28	15	0
6196	28	15	0
6197	28	15	0
6198	29	14	0
6199	31	12	0
6200	30	13	0
6201	31	12	0
6202	29	14	0
6203	28	15	0
6204	28	15	0
6205	28	15	0
6206	28	15	0
6207	28	15	0
6208	28	15	0
6209	28	15	0
6210	28	15	0
6211	28	15	0
6212	29	14	0
6213	29	14	0
6214	29	14	0
6215	29	14	0
6216	28	15	0
6217	27	16	0
6218	26	17	0
6219	25	18	0
6220	26	17	0
6221	26	17	0
6222	26	17	0
6223	26	17	0
6224	27	16	0
6225	30	13	0
6226	31	12	0
6227	30	13	0
6228	30	13	0
6229	30	13	0
6230	30	13	0
6231	30	13	0
6232	30	13	0
6233	28	15	0
6234	28	15	0
6235	27	16	0
6236	27	16	0
6237	27	16	0
6238	29	14	0
6239	29	14	0
6240	29	14	0
6241	29	14	0
6242	29	14	0
6243	28	15	0
6244	26	17	0
6245	28	15	0
6246	27	16	0
6247	27	16	0
6248	28	15	0
6249	28	15	0
6250	28	15	0
6251	29	14	0
6252	29	14	0
6253	27	16	0
6254	27	16	0
6255	26	17	0
6256	25	18	0
6257	25	18	0
6258	26	17	0
6259	26	17	0
6260	26	17	0
6261	25	18	0
6262	25	18	0
6263	26	17	0
6264	28	15	0
6265	28	15	0
6266	28	15	0
6267	28	15	0
6268	28	15	0
6269	27	16	0
6270	26	17	0
6271	26	17	0
6272	27	16	0
6273	26	17	0
6274	27	16	0
6275	27	16	0
6276	26	17	0
6277	27	16	0
6278	28	15	0
6279	27	16	0
6280	26	17	0
6281	26	17	0
6282	26	17	0
6283	25	18	0
6284	25	18	0
